"Ebene";"EDV-Code";"Code";"Titel";"Kurztitel"
1;"A";"A";"LAND- UND FORSTWIRTSCHAFT, FISCHEREI";"Land- und Forstwirtschaft"
2;"A01";"A 01";"Landwirtschaft, Jagd und damit verbundene Tätigkeiten";"Landwirtschaft und Jagd"
3;"A011";"A 01.1";"Anbau einjähriger Pflanzen";"Anbau einjähriger Pflanzen"
4;"A0111";"A 01.11";"Anbau von Getreide (ohne Reis), Hülsenfrüchten und Ölsaaten";"Anbau v. Getreide, Hülsenfrüchte"
5;"A01110";"A 01.11-0";"Anbau von Getreide (ohne Reis), Hülsenfrüchten und Ölsaaten";"Anbau v. Getreide, Hülsenfrüchte"
4;"A0112";"A 01.12";"Anbau von Reis";"Anbau v. Reis"
5;"A01120";"A 01.12-0";"Anbau von Reis";"Anbau v. Reis"
4;"A0113";"A 01.13";"Anbau von Gemüse und Melonen sowie Wurzeln und Knollen";"Anbau v. Gemüse, Melonen"
5;"A01130";"A 01.13-0";"Anbau von Gemüse und Melonen sowie Wurzeln und Knollen";"Anbau v. Gemüse, Melonen"
4;"A0114";"A 01.14";"Anbau von Zuckerrohr";"Anbau v. Zuckerrohr"
5;"A01140";"A 01.14-0";"Anbau von Zuckerrohr";"Anbau v. Zuckerrohr"
4;"A0115";"A 01.15";"Anbau von Tabak";"Anbau v. Tabak"
5;"A01150";"A 01.15-0";"Anbau von Tabak";"Anbau v. Tabak"
4;"A0116";"A 01.16";"Anbau von Faserpflanzen";"Anbau v. Faserpflanzen"
5;"A01160";"A 01.16-0";"Anbau von Faserpflanzen";"Anbau v. Faserpflanzen"
4;"A0119";"A 01.19";"Anbau von sonstigen einjährigen Pflanzen";"Anbau v. sonst. einjährigen Pflanzen"
5;"A01190";"A 01.19-0";"Anbau von sonstigen einjährigen Pflanzen";"Anbau v. sonst. einjährigen Pflanzen"
3;"A012";"A 01.2";"Anbau mehrjähriger Pflanzen";"Anbau mehrjähriger Pflanzen"
4;"A0121";"A 01.21";"Anbau von Wein- und Tafeltrauben";"Anbau v. Wein und Tafeltrauben"
5;"A01210";"A 01.21-0";"Anbau von Wein- und Tafeltrauben";"Anbau v. Wein und Tafeltrauben"
4;"A0122";"A 01.22";"Anbau von tropischen und subtropischen Früchten";"Anbau v. trop. und subtrop. Früchten"
5;"A01220";"A 01.22-0";"Anbau von tropischen und subtropischen Früchten";"Anbau v. trop. und subtrop. Früchten"
4;"A0123";"A 01.23";"Anbau von Zitrusfrüchten";"Anbau v. Zitrusfrüchten"
5;"A01230";"A 01.23-0";"Anbau von Zitrusfrüchten";"Anbau v. Zitrusfrüchten"
4;"A0124";"A 01.24";"Anbau von Kern- und Steinobst";"Anbau v. Kern- und Steinobst"
5;"A01240";"A 01.24-0";"Anbau von Kern- und Steinobst";"Anbau v. Kern- und Steinobst"
4;"A0125";"A 01.25";"Anbau von sonstigem Obst und Nüssen";"Anbau v. sonst. Obst und Nüssen"
5;"A01250";"A 01.25-0";"Anbau von sonstigem Obst und Nüssen";"Anbau v. sonst. Obst und Nüssen"
4;"A0126";"A 01.26";"Anbau von ölhaltigen Früchten";"Anbau v. ölhaltigen Früchten"
5;"A01260";"A 01.26-0";"Anbau von ölhaltigen Früchten";"Anbau v. ölhaltigen Früchten"
4;"A0127";"A 01.27";"Anbau von Pflanzen zur Herstellung von Getränken";"Anbau v. Pflanzen - Getränkeherstellung"
5;"A01270";"A 01.27-0";"Anbau von Pflanzen zur Herstellung von Getränken";"Anbau v. Pflanzen - Getränkeherstellung"
4;"A0128";"A 01.28";"Anbau von Gewürzpflanzen, Pflanzen für aromatische, narkotische und pharmazeutische Zwecke";"Anbau v. Gewürzpflanzen"
5;"A01280";"A 01.28-0";"Anbau von Gewürzpflanzen, Pflanzen für aromatische, narkotische und pharmazeutische Zwecke";"Anbau v. Gewürzpflanzen"
4;"A0129";"A 01.29";"Anbau sonstiger mehrjähriger Pflanzen";"Anbau sonst. mehrjähriger Pflanzen"
5;"A01290";"A 01.29-0";"Anbau sonstiger mehrjähriger Pflanzen";"Anbau sonst. mehrjähriger Pflanzen"
3;"A013";"A 01.3";"Betrieb von Baumschulen, sowie Anbau von Pflanzen zu Vermehrungszwecken";"Betrieb v. Baumschulen"
4;"A0130";"A 01.30";"Betrieb von Baumschulen, sowie Anbau von Pflanzen zu Vermehrungszwecken";"Betrieb v. Baumschulen"
5;"A01300";"A 01.30-0";"Betrieb von Baumschulen, sowie Anbau von Pflanzen zu Vermehrungszwecken";"Betrieb v. Baumschulen"
3;"A014";"A 01.4";"Tierhaltung";"Tierhaltung"
4;"A0141";"A 01.41";"Haltung von Milchkühen";"Haltung v. Milchkühen"
5;"A01410";"A 01.41-0";"Haltung von Milchkühen";"Haltung v. Milchkühen"
4;"A0142";"A 01.42";"Haltung von anderen Rindern";"Haltung v. anderen Rindern"
5;"A01420";"A 01.42-0";"Haltung von anderen Rindern";"Haltung v. anderen Rindern"
4;"A0143";"A 01.43";"Haltung von Pferden und Eseln";"Haltung v. Pferden und Eseln"
5;"A01430";"A 01.43-0";"Haltung von Pferden und Eseln";"Haltung v.  Pferden und Eseln"
4;"A0144";"A 01.44";"Haltung von Kamelen";"Haltung v. Kamelen"
5;"A01440";"A 01.44-0";"Haltung von Kamelen";"Haltung v. Kamelen"
4;"A0145";"A 01.45";"Haltung von Schafen und Ziegen";"Haltung v. Schafen und Ziegen"
5;"A01450";"A 01.45-0";"Haltung von Schafen und Ziegen";"Haltung v. Schafen und Ziegen"
4;"A0146";"A 01.46";"Haltung von Schweinen";"Haltung v. Schweinen"
5;"A01460";"A 01.46-0";"Haltung von Schweinen";"Haltung v. Schweinen"
4;"A0147";"A 01.47";"Haltung von Geflügel";"Haltung v. Geflügel"
5;"A01471";"A 01.47-1";"Mästereien";"Mästereien"
5;"A01472";"A 01.47-2";"Brütereien und Legeanstalten";"Brütereien und Legeanstalten"
4;"A0149";"A 01.49";"Sonstige Tierhaltung";"Sonst. Tierhaltung"
5;"A01490";"A 01.49-0";"Sonstige Tierhaltung";"Sonst. Tierhaltung"
3;"A015";"A 01.5";"Gemischte Landwirtschaft";"Gemischte Landwirtschaft"
4;"A0150";"A 01.50";"Gemischte Landwirtschaft";"Gemischte Landwirtschaft"
5;"A01500";"A 01.50-0";"Gemischte Landwirtschaft";"Gemischte Landwirtschaft"
3;"A016";"A 01.6";"Erbringung von landwirtschaftlichen Dienstleistungen";"Landwirtschaftliche Dienstleistungen"
4;"A0161";"A 01.61";"Erbringung von landwirtschaftlichen Dienstleistungen für den Pflanzenbau";"Dienstleistungen für den Pflanzenbau"
5;"A01610";"A 01.61-0";"Erbringung von landwirtschaftlichen Dienstleistungen für den Pflanzenbau";"Dienstleistungen für den Pflanzenbau"
4;"A0162";"A 01.62";"Erbringung von landwirtschaftlichen Dienstleistungen für die Tierhaltung";"Dienstleistungen für die Tierhaltung"
5;"A01620";"A 01.62-0";"Erbringung von landwirtschaftlichen Dienstleistungen für die Tierhaltung";"Dienstleistungen für die Tierhaltung"
4;"A0163";"A 01.63";"Nach der Ernte anfallende Tätigkeiten in der pflanzlichen Erzeugung";"Nach der Ernte anfallende Tätigkeiten"
5;"A01630";"A 01.63-0";"Nach der Ernte anfallende Tätigkeiten in der pflanzlichen Erzeugung";"Nach der Ernte anfallende Tätigkeiten"
4;"A0164";"A 01.64";"Saatgutaufbereitung";"Saatgutaufbereitung"
5;"A01640";"A 01.64-0";"Saatgutaufbereitung";"Saatgutaufbereitung"
3;"A017";"A 01.7";"Jagd, Fallenstellerei und damit verbundene Tätigkeiten";"Jagd und Fallenstellerei"
4;"A0170";"A 01.70";"Jagd, Fallenstellerei und damit verbundene Tätigkeiten";"Jagd und Fallenstellerei"
5;"A01700";"A 01.70-0";"Jagd, Fallenstellerei und damit verbundene Tätigkeiten";"Jagd und Fallenstellerei"
2;"A02";"A 02";"Forstwirtschaft und Holzeinschlag";"Forstwirtschaft und Holzeinschlag"
3;"A021";"A 02.1";"Forstwirtschaft";"Forstwirtschaft"
4;"A0210";"A 02.10";"Forstwirtschaft";"Forstwirtschaft"
5;"A02100";"A 02.10-0";"Forstwirtschaft";"Forstwirtschaft"
3;"A022";"A 02.2";"Holzeinschlag";"Holzeinschlag"
4;"A0220";"A 02.20";"Holzeinschlag";"Holzeinschlag"
5;"A02200";"A 02.20-0";"Holzeinschlag";"Holzeinschlag"
3;"A023";"A 02.3";"Sammeln von wildwachsenden Produkten (ohne Holz)";"Sammeln wild wachsender Produkte"
4;"A0230";"A 02.30";"Sammeln von wildwachsenden Produkten (ohne Holz)";"Sammeln wild wachsender Produkte"
5;"A02300";"A 02.30-0";"Sammeln von wildwachsenden Produkten (ohne Holz)";"Sammeln wild wachsender Produkte"
3;"A024";"A 02.4";"Erbringung von Dienstleistungen für Forstwirtschaft und Holzeinschlag";"Forstwirtschaftliche Dienstleistungen"
4;"A0240";"A 02.40";"Erbringung von Dienstleistungen für Forstwirtschaft und Holzeinschlag";"Forstwirtschaftliche Dienstleistungen"
5;"A02400";"A 02.40-0";"Erbringung von Dienstleistungen für Forstwirtschaft und Holzeinschlag";"Forstwirtschaftliche Dienstleistungen"
2;"A03";"A 03";"Fischerei und Aquakultur";"Fischerei und Aquakultur"
3;"A031";"A 03.1";"Fischerei";"Fischerei"
4;"A0311";"A 03.11";"Meeresfischerei";"Meeresfischerei"
5;"A03110";"A 03.11-0";"Meeresfischerei";"Meeresfischerei"
4;"A0312";"A 03.12";"Süßwasserfischerei";"Süßwasserfischerei"
5;"A03120";"A 03.12-0";"Süßwasserfischerei";"Süßwasserfischerei"
3;"A032";"A 03.2";"Aquakultur";"Aquakultur"
4;"A0321";"A 03.21";"Meeresaquakultur";"Meeresaquakultur"
5;"A03210";"A 03.21-0";"Meeresaquakultur";"Meeresaquakultur"
4;"A0322";"A 03.22";"Süßwasseraquakultur";"Süßwasseraquakultur"
5;"A03220";"A 03.22-0";"Süßwasseraquakultur";"Süßwasseraquakultur"
1;"B";"B";"BERGBAU UND GEWINNUNG VON STEINEN UND ERDEN";"Bergbau"
2;"B05";"B 05";"Kohlenbergbau";"Kohlenbergbau"
3;"B051";"B 05.1";"Steinkohlenbergbau";"Steinkohlenbergbau"
4;"B0510";"B 05.10";"Steinkohlenbergbau";"Steinkohlenbergbau"
5;"B05100";"B 05.10-0";"Steinkohlenbergbau";"Steinkohlenbergbau"
3;"B052";"B 05.2";"Braunkohlenbergbau";"Braunkohlenbergbau"
4;"B0520";"B 05.20";"Braunkohlenbergbau";"Braunkohlenbergbau"
5;"B05200";"B 05.20-0";"Braunkohlenbergbau";"Braunkohlenbergbau"
2;"B06";"B 06";"Gewinnung von Erdöl und Erdgas";"Gewinnung v. Erdöl- und Erdgas"
3;"B061";"B 06.1";"Gewinnung von Erdöl";"Gewinnung v. Erdöl"
4;"B0610";"B 06.10";"Gewinnung von Erdöl";"Gewinnung v. Erdöl"
5;"B06100";"B 06.10-0";"Gewinnung von Erdöl";"Gewinnung v. Erdöl"
3;"B062";"B 06.2";"Gewinnung von Erdgas";"Gewinnung v. Erdgas"
4;"B0620";"B 06.20";"Gewinnung von Erdgas";"Gewinnung v. Erdgas"
5;"B06200";"B 06.20-0";"Gewinnung von Erdgas";"Gewinnung v. Erdgas"
2;"B07";"B 07";"Erzbergbau";"Erzbergbau"
3;"B071";"B 07.1";"Eisenerzbergbau";"Eisenerzbergbau"
4;"B0710";"B 07.10";"Eisenerzbergbau";"Eisenerzbergbau"
5;"B07100";"B 07.10-0";"Eisenerzbergbau";"Eisenerzbergbau"
3;"B072";"B 07.2";"NE-Metallerzbergbau";"NE-Metallerzbergbau"
4;"B0721";"B 07.21";"Bergbau auf Uran- und Thoriumerze";"Bergbau auf Uran- und Thoriumerze"
5;"B07210";"B 07.21-0";"Bergbau auf Uran- und Thoriumerze";"Bergbau auf Uran- und Thoriumerze"
4;"B0729";"B 07.29";"Sonstiger NE-Metallerzbergbau";"Sonst. NE-Metallerzbergbau"
5;"B07290";"B 07.29-0";"Sonstiger NE-Metallerzbergbau";"Sonst. NE-Metallerzbergbau"
2;"B08";"B 08";"Gewinnung von Steinen und Erden, sonstiger Bergbau";"Gewinnung v. Steinen; sonst. Bergbau"
3;"B081";"B 08.1";"Gewinnung von Natursteinen, Kies, Sand, Ton und Kaolin";"Gewinnung v. Natursteinen, Kalkstein"
4;"B0811";"B 08.11";"Gewinnung von Naturwerksteinen und Natursteinen, Kalk- und Gipsstein, Kreide und Schiefer";"Gewinnung v. Natursteinen, Kalkstein"
5;"B08110";"B 08.11-0";"Gewinnung von Naturwerksteinen und Natursteinen, Kalk- und Gipsstein, Kreide und Schiefer";"Gewinnung v. Natursteinen, Kalkstein"
4;"B0812";"B 08.12";"Gewinnung von Kies, Sand, Ton und Kaolin";"Gewinnung v. Kies, Sand, Ton und Kaolin"
5;"B08120";"B 08.12-0";"Gewinnung von Kies, Sand, Ton und Kaolin";"Gewinnung v. Kies, Sand, Ton und Kaolin"
3;"B089";"B 08.9";"Sonstiger Bergbau; Gewinnung von Steinen und Erden a.n.g.";"Sonst. Bergbau"
4;"B0891";"B 08.91";"Bergbau auf chemische und Düngemittelminerale";"Chemische und Düngemittelminerale"
5;"B08910";"B 08.91-0";"Bergbau auf chemische und Düngemittelminerale";"Chemische und Düngemittelminerale"
4;"B0892";"B 08.92";"Torfgewinnung";"Torfgewinnung"
5;"B08920";"B 08.92-0";"Torfgewinnung";"Torfgewinnung"
4;"B0893";"B 08.93";"Gewinnung von Salz";"Gewinnung v. Salz"
5;"B08930";"B 08.93-0";"Gewinnung von Salz";"Gewinnung v. Salz"
4;"B0899";"B 08.99";"Gewinnung von Steinen und Erden a.n.g.";"Gewinnung v. Steinen und Erden a.n.g."
5;"B08990";"B 08.99-0";"Gewinnung von Steinen und Erden a.n.g.";"Gewinnung v. Steinen und Erden a.n.g."
2;"B09";"B 09";"Erbringung von Dienstleistungen für den Bergbau und für die Gewinnung von Steinen und Erden";"Dienstleistungen für den Bergbau"
3;"B091";"B 09.1";"Erbringung von Dienstleistungen für die Gewinnung von Erdöl und Erdgas";"Dienstleistungen, Erdöl- und Erdgasgew."
4;"B0910";"B 09.10";"Erbringung von Dienstleistungen für die Gewinnung von Erdöl und Erdgas";"Dienstleistungen, Erdöl- und Erdgasgew."
5;"B09100";"B 09.10-0";"Erbringung von Dienstleistungen für die Gewinnung von Erdöl und Erdgas";"Dienstleistungen, Erdöl- und Erdgasgew."
3;"B099";"B 09.9";"Erbringung von Dienstleistungen für den sonstigen Bergbau und die Gewinnung von Steinen und Erden";"Dienstleistungen, sonst. Bergbau"
4;"B0990";"B 09.90";"Erbringung von Dienstleistungen für den sonstigen Bergbau und die Gewinnung von Steinen und Erden";"Dienstleistungen, sonst. Bergbau"
5;"B09900";"B 09.90-0";"Erbringung von Dienstleistungen für den sonstigen Bergbau und die Gewinnung von Steinen und Erden";"Dienstleistungen, sonst. Bergbau"
1;"C";"C";"HERSTELLUNG VON WAREN";"Herstellung von Waren"
2;"C10";"C 10";"Herstellung von Nahrungs- und Futtermitteln";"H.v. Nahrungs- und Futtermitteln"
3;"C101";"C 10.1";"Schlachten und Fleischverarbeitung";"Schlachten und Fleischverarbeitung"
4;"C1011";"C 10.11";"Schlachten (ohne Schlachten von Geflügel)";"Schlachten (ohne Geflügelschlächtereien)"
5;"C10110";"C 10.11-0";"Schlachten (ohne Schlachten von Geflügel)";"Schlachten (ohne Geflügelschlächtereien)"
4;"C1012";"C 10.12";"Schlachten von Geflügel";"Schlachten v. Geflügel"
5;"C10120";"C 10.12-0";"Schlachten von Geflügel";"Schlachten v. Geflügel"
4;"C1013";"C 10.13";"Fleischverarbeitung";"Fleischverarbeitung"
5;"C10130";"C 10.13-0";"Fleischverarbeitung";"Fleischverarbeitung"
3;"C102";"C 10.2";"Fischverarbeitung";"Fischverarbeitung"
4;"C1020";"C 10.20";"Fischverarbeitung";"Fischverarbeitung"
5;"C10200";"C 10.20-0";"Fischverarbeitung";"Fischverarbeitung"
3;"C103";"C 10.3";"Obst- und Gemüseverarbeitung";"Obst- und Gemüseverarbeitung"
4;"C1031";"C 10.31";"Kartoffelverarbeitung";"Kartoffelverarbeitung"
5;"C10310";"C 10.31-0";"Kartoffelverarbeitung";"Kartoffelverarbeitung"
4;"C1032";"C 10.32";"Herstellung von Frucht- und Gemüsesäften";"H.v. Frucht- und Gemüsesäften"
5;"C10320";"C 10.32-0";"Herstellung von Frucht- und Gemüsesäften";"H.v. Frucht- und Gemüsesäften"
4;"C1039";"C 10.39";"Sonstige Verarbeitung von Obst und Gemüse";"Sonst. Verarbeitung v. Obst und Gemüse"
5;"C10390";"C 10.39-0";"Sonstige Verarbeitung von Obst und Gemüse";"Sonst. Verarbeitung v. Obst und Gemüse"
3;"C104";"C 10.4";"Herstellung von pflanzlichen und tierischen Ölen und Fetten";"H.v. Ölen und Fetten (pflanzl./tierisch)"
4;"C1041";"C 10.41";"Herstellung von Ölen und Fetten (ohne Margarine u. ä. Nahrungsfette)";"H.v. Ölen und Fetten (ohne Margarine)"
5;"C10410";"C 10.41-0";"Herstellung von Ölen und Fetten (ohne Margarine u. ä. Nahrungsfette)";"H.v. Ölen und Fetten (ohne Margarine)"
4;"C1042";"C 10.42";"Herstellung von Margarine u. ä. Nahrungsfetten";"H.v. Margarine u.ä. Nahrungsfetten"
5;"C10420";"C 10.42-0";"Herstellung von Margarine u. ä. Nahrungsfetten";"H.v. Margarine u.ä. Nahrungsfetten"
3;"C105";"C 10.5";"Milchverarbeitung";"Milchverarbeitung"
4;"C1051";"C 10.51";"Milchverarbeitung (ohne Herstellung von Speiseeis)";"Milchverarbeitung"
5;"C10510";"C 10.51-0";"Milchverarbeitung (ohne Herstellung von Speiseeis)";"Milchverarbeitung"
4;"C1052";"C 10.52";"Herstellung von Speiseeis";"H.v. Speiseeis"
5;"C10520";"C 10.52-0";"Herstellung von Speiseeis";"H.v. Speiseeis"
3;"C106";"C 10.6";"Mahl- und Schälmühlen, Herstellung von Stärke und Stärkeerzeugnissen";"Mahl- und Schälmühlen, H.v. Stärke"
4;"C1061";"C 10.61";"Mahl- und Schälmühlen";"Mahl- und Schälmühlen"
5;"C10610";"C 10.61-0";"Mahl- und Schälmühlen";"Mahl- und Schälmühlen"
4;"C1062";"C 10.62";"Herstellung von Stärke und Stärkeerzeugnissen";"H.v. Stärke und Stärkeerzeugnissen"
5;"C10620";"C 10.62-0";"Herstellung von Stärke und Stärkeerzeugnissen";"H.v. Stärke und Stärkeerzeugnissen"
3;"C107";"C 10.7";"Herstellung von Back- und Teigwaren";"H.v. Back- und Teigwaren"
4;"C1071";"C 10.71";"Herstellung von Backwaren (ohne Dauerbackwaren)";"H.v. Backwaren (ohne Dauerbackwaren)"
5;"C10711";"C 10.71-1";"Herstellung von Schwarz- und Weißbackwaren";"H.v. Schwarz- und Weißbackwaren"
5;"C10712";"C 10.71-2";"Herstellung von Zuckerbäcker- und Konditorwaren";"H.v. Zuckerbäckerwaren"
4;"C1072";"C 10.72";"Herstellung von Dauerbackwaren";"H.v. Dauerbackwaren"
5;"C10720";"C 10.72-0";"Herstellung von Dauerbackwaren";"H.v. Dauerbackwaren"
4;"C1073";"C 10.73";"Herstellung von Teigwaren";"H.v. Teigwaren"
5;"C10730";"C 10.73-0";"Herstellung von Teigwaren";"H.v. Teigwaren"
3;"C108";"C 10.8";"Herstellung von sonstigen Nahrungsmitteln";"H.v. sonst. Nahrungsmitteln"
4;"C1081";"C 10.81";"Herstellung von Zucker";"H.v. Zucker"
5;"C10810";"C 10.81-0";"Herstellung von Zucker";"H.v. Zucker"
4;"C1082";"C 10.82";"Herstellung von Süßwaren (ohne Dauerbackwaren)";"H.v. Süßwaren (ohne Dauerbackwaren)"
5;"C10820";"C 10.82-0";"Herstellung von Süßwaren (ohne Dauerbackwaren)";"H.v. Süßwaren (ohne Dauerbackwaren)"
4;"C1083";"C 10.83";"Verarbeitung von Kaffee und Tee, Herstellung von Kaffee-Ersatz";"Verarbeitung v. Kaffee und Tee"
5;"C10830";"C 10.83-0";"Verarbeitung von Kaffee und Tee, Herstellung von Kaffee-Ersatz";"Verarbeitung v. Kaffee und Tee"
4;"C1084";"C 10.84";"Herstellung von Würzmitteln und Soßen";"H.v. Würzmitteln und Soßen"
5;"C10840";"C 10.84-0";"Herstellung von Würzmitteln und Soßen";"H.v. Würzmitteln und Soßen"
4;"C1085";"C 10.85";"Herstellung von Fertiggerichten";"H.v. Fertiggerichten"
5;"C10850";"C 10.85-0";"Herstellung von Fertiggerichten";"H.v. Fertiggerichten"
4;"C1086";"C 10.86";"Herstellung von homogenisierten und diätetischen Nahrungsmitteln";"H.v. diätetischen Nahrungsmitteln"
5;"C10860";"C 10.86-0";"Herstellung von homogenisierten und diätetischen Nahrungsmitteln";"H.v. diätetischen Nahrungsmitteln"
4;"C1089";"C 10.89";"Herstellung von sonstigen Nahrungsmitteln a.n.g.";"H.v. sonst. Nahrungsmitteln a.n.g."
5;"C10890";"C 10.89-0";"Herstellung von sonstigen Nahrungsmitteln a.n.g.";"H.v. sonst. Nahrungsmitteln a.n.g."
3;"C109";"C 10.9";"Herstellung von Futtermitteln";"H.v. Futtermitteln"
4;"C1091";"C 10.91";"Herstellung von Futtermitteln für Nutztiere";"H.v. Futtermitteln für Nutztiere"
5;"C10910";"C 10.91-0";"Herstellung von Futtermitteln für Nutztiere";"H.v. Futtermitteln für Nutztiere"
4;"C1092";"C 10.92";"Herstellung von Futtermitteln für sonstige Tiere";"H.v. Futtermitteln für sonst. Tiere"
5;"C10920";"C 10.92-0";"Herstellung von Futtermitteln für sonstige Tiere";"H.v. Futtermitteln für sonst. Tiere"
2;"C11";"C 11";"Getränkeherstellung";"Getränkeherstellung"
3;"C110";"C 11.0";"Getränkeherstellung";"Getränkeherstellung"
4;"C1101";"C 11.01";"Herstellung von Spirituosen";"H.v. Spirituosen"
5;"C11010";"C 11.01-0";"Herstellung von Spirituosen";"H.v. Spirituosen"
4;"C1102";"C 11.02";"Herstellung von Traubenwein";"H.v. Traubenwein"
5;"C11020";"C 11.02-0";"Herstellung von Traubenwein";"H.v. Traubenwein"
4;"C1103";"C 11.03";"Herstellung von Apfelwein und anderen Fruchtweinen";"H.v. Apfelwein und Fruchtweinen"
5;"C11030";"C 11.03-0";"Herstellung von Apfelwein und anderen Fruchtweinen";"H.v. Apfelwein und Fruchtweinen"
4;"C1104";"C 11.04";"Herstellung von Wermutwein und sonstigen aromatisierten Weinen";"H.v. Wermut und aromatisierten Weinen"
5;"C11040";"C 11.04-0";"Herstellung von Wermutwein und sonstigen aromatisierten Weinen";"H.v. Wermut und aromatisierten Weinen"
4;"C1105";"C 11.05";"Herstellung von Bier";"H.v. Bier"
5;"C11050";"C 11.05-0";"Herstellung von Bier";"H.v. Bier"
4;"C1106";"C 11.06";"Herstellung von Malz";"H.v. Malz"
5;"C11060";"C 11.06-0";"Herstellung von Malz";"H.v. Malz"
4;"C1107";"C 11.07";"Herstellung von Erfrischungsgetränken; Gewinnung natürlicher Mineralwässer";"H.v. Erfrischungsgetränken"
5;"C11070";"C 11.07-0";"Herstellung von Erfrischungsgetränken; Gewinnung natürlicher Mineralwässer";"H.v. Erfrischungsgetränken"
2;"C12";"C 12";"Tabakverarbeitung";"Tabakverarbeitung"
3;"C120";"C 12.0";"Tabakverarbeitung";"Tabakverarbeitung"
4;"C1200";"C 12.00";"Tabakverarbeitung";"Tabakverarbeitung"
5;"C12000";"C 12.00-0";"Tabakverarbeitung";"Tabakverarbeitung"
2;"C13";"C 13";"Herstellung von Textilien";"H.v. Textilien"
3;"C131";"C 13.1";"Spinnstoffaufbereitung und Spinnerei";"Spinnstoffaufbereitung und Spinnerei"
4;"C1310";"C 13.10";"Spinnstoffaufbereitung und Spinnerei";"Spinnstoffaufbereitung und Spinnerei"
5;"C13100";"C 13.10-0";"Spinnstoffaufbereitung und Spinnerei";"Spinnstoffaufbereitung und Spinnerei"
3;"C132";"C 13.2";"Weberei";"Weberei"
4;"C1320";"C 13.20";"Weberei";"Weberei"
5;"C13200";"C 13.20-0";"Weberei";"Weberei"
3;"C133";"C 13.3";"Veredlung von Textilien und Bekleidung";"Veredlung v. Textilien und Bekleidung"
4;"C1330";"C 13.30";"Veredlung von Textilien und Bekleidung";"Veredlung v. Textilien und Bekleidung"
5;"C13300";"C 13.30-0";"Veredlung von Textilien und Bekleidung";"Veredlung v. Textilien und Bekleidung"
3;"C139";"C 13.9";"Herstellung von sonstigen Textilwaren";"H.v. sonst. Textilwaren"
4;"C1391";"C 13.91";"Herstellung von gewirktem und gestricktem Stoff";"H.v. gewirktem und gestricktem Stoff"
5;"C13910";"C 13.91-0";"Herstellung von gewirktem und gestricktem Stoff";"H.v. gewirktem und gestricktem Stoff"
4;"C1392";"C 13.92";"Herstellung von konfektionierten Textilwaren (ohne Bekleidung)";"H.v. konfektionierten Textilwaren"
5;"C13920";"C 13.92-0";"Herstellung von konfektionierten Textilwaren (ohne Bekleidung)";"H.v. konfektionierten Textilwaren"
4;"C1393";"C 13.93";"Herstellung von Teppichen";"H.v. Teppichen"
5;"C13930";"C 13.93-0";"Herstellung von Teppichen";"H.v. Teppichen"
4;"C1394";"C 13.94";"Herstellung von Seilerwaren";"H.v. Seilerwaren"
5;"C13940";"C 13.94-0";"Herstellung von Seilerwaren";"H.v. Seilerwaren"
4;"C1395";"C 13.95";"Herstellung von Vliesstoff und Erzeugnissen daraus (ohne Bekleidung)";"H.v. Vliesstoff und -erzeugnissen"
5;"C13950";"C 13.95-0";"Herstellung von Vliesstoff und Erzeugnissen daraus (ohne Bekleidung)";"H.v. Vliesstoff und -erzeugnissen"
4;"C1396";"C 13.96";"Herstellung von technischen Textilien";"H.v. technischen Textilien"
5;"C13960";"C 13.96-0";"Herstellung von technischen Textilien";"H.v. technischen Textilien"
4;"C1399";"C 13.99";"Herstellung von sonstigen Textilwaren a.n.g.";"H.v. sonst. Textilwaren a.n.g."
5;"C13991";"C 13.99-1";"Herstellung von Stickereien";"H.v. Stickereien"
5;"C13999";"C 13.99-9";"Herstellung von sonstigen Textilwaren a.n.g. (ohne Herstellung von Stickereien)";"H.v. sonst. Textilwaren a.n.g."
2;"C14";"C 14";"Herstellung von Bekleidung";"H.v. Bekleidung"
3;"C141";"C 14.1";"Herstellung von Bekleidung (ohne Pelzbekleidung)";"H.v. Bekleidung"
4;"C1411";"C 14.11";"Herstellung von Lederbekleidung";"H.v. Lederbekleidung"
5;"C14110";"C 14.11-0";"Herstellung von Lederbekleidung";"H.v. Lederbekleidung"
4;"C1412";"C 14.12";"Herstellung von Arbeits- und Berufsbekleidung";"H.v. Arbeits- und Berufsbekleidung"
5;"C14120";"C 14.12-0";"Herstellung von Arbeits- und Berufsbekleidung";"H.v. Arbeits- und Berufsbekleidung"
4;"C1413";"C 14.13";"Herstellung von sonstiger Oberbekleidung";"H.v. sonst. Oberbekleidung"
5;"C14130";"C 14.13-0";"Herstellung von sonstiger Oberbekleidung";"H.v. sonst. Oberbekleidung"
4;"C1414";"C 14.14";"Herstellung von Wäsche";"H.v. Wäsche"
5;"C14140";"C 14.14-0";"Herstellung von Wäsche";"H.v. Wäsche"
4;"C1419";"C 14.19";"Herstellung von sonstiger Bekleidung und Bekleidungszubehör a.n.g.";"H.v. sonst. Bekleidung und -zubehör"
5;"C14190";"C 14.19-0";"Herstellung von sonstiger Bekleidung und Bekleidungszubehör a.n.g.";"H.v. sonst. Bekleidung und -zubehör"
3;"C142";"C 14.2";"Herstellung von Pelzwaren";"H.v. Pelzwaren"
4;"C1420";"C 14.20";"Herstellung von Pelzwaren";"H.v. Pelzwaren"
5;"C14200";"C 14.20-0";"Herstellung von Pelzwaren";"H.v. Pelzwaren"
