"Ebene";"EDV-Code";"Code";"Titel";"Kurztitel"
2;"H52";"H 52";"Warehousing and support activities for transportation";""
3;"H521";"H 521";"Warehousing and storage";""
4;"H5210";"H 5210";"Warehousing and storage";""
3;"H522";"H 522";"Support activities for transportation";""
4;"H5221";"H 5221";"Service activities incidental to land transportation";""
4;"H5222";"H 5222";"Service activities incidental to water transportation";""
4;"H5223";"H 5223";"Service activities incidental to air transportation";""
4;"H5224";"H 5224";"Cargo handling";""
4;"H5229";"H 5229";"Other transportation support activities";""
2;"H53";"H 53";"Postal and courier activities";""
3;"H531";"H 531";"Postal activities";""
4;"H5310";"H 5310";"Postal activities";""
3;"H532";"H 532";"Courier activities";""
4;"H5320";"H 5320";"Courier activities";""
1;"I";"I";"Accommodation and food service activities";""
2;"I55";"I 55";"Accommodation";""
3;"I551";"I 551";"Short term accommodation activities";""
4;"I5510";"I 5510";"Short term accommodation activities";""
3;"I552";"I 552";"Camping grounds, recreational vehicle parks and trailer parks";""
4;"I5520";"I 5520";"Camping grounds, recreational vehicle parks and trailer parks";""
3;"I559";"I 559";"Other accommodation";""
4;"I5590";"I 5590";"Other accommodation";""
2;"I56";"I 56";"Food and beverage service activities";""
3;"I561";"I 561";"Restaurants and mobile food service activities";""
4;"I5610";"I 5610";"Restaurants and mobile food service activities";""
3;"I562";"I 562";"Event catering and other food service activities";""
4;"I5621";"I 5621";"Event catering";""
4;"I5629";"I 5629";"Other food service activities";""
3;"I563";"I 563";"Beverage serving activities";""
4;"I5630";"I 5630";"Beverage serving activities";""
1;"J";"J";"Information and communication";""
2;"J58";"J 58";"Publishing activities";""
3;"J581";"J 581";"Publishing of books, periodicals and other publishing activities";""
4;"J5811";"J 5811";"Book publishing";""
4;"J5812";"J 5812";"Publishing of directories and mailing lists";""
4;"J5813";"J 5813";"Publishing of newspapers, journals and periodicals";""
4;"J5819";"J 5819";"Other publishing activities";""
3;"J582";"J 582";"Software publishing";""
4;"J5820";"J 5820";"Software publishing";""
2;"J59";"J 59";"Motion picture, video and television programme production, sound recording and music publishing activities";""
3;"J591";"J 591";"Motion picture, video and television programme activities";""
4;"J5911";"J 5911";"Motion picture, video and television programme production activities";""
4;"J5912";"J 5912";"Motion picture, video and television programme post-production activities";""
4;"J5913";"J 5913";"Motion picture, video and television programme distribution activities";""
4;"J5914";"J 5914";"Motion picture projection activities";""
3;"J592";"J 592";"Sound recording and music publishing activities";""
4;"J5920";"J 5920";"Sound recording and music publishing activities";""
2;"J60";"J 60";"Programming and broadcasting activities";""
3;"J601";"J 601";"Radio broadcasting";""
4;"J6010";"J 6010";"Radio broadcasting";""
3;"J602";"J 602";"Television programming and broadcasting activities";""
4;"J6020";"J 6020";"Television programming and broadcasting activities";""
2;"J61";"J 61";"Telecommunications";""
3;"J611";"J 611";"Wired telecommunications activities";""
4;"J6110";"J 6110";"Wired telecommunications activities";""
3;"J612";"J 612";"Wireless telecommunications activities";""
4;"J6120";"J 6120";"Wireless telecommunications activities";""
3;"J613";"J 613";"Satellite telecommunications activities";""
4;"J6130";"J 6130";"Satellite telecommunications activities";""
3;"J619";"J 619";"Other telecommunications activities";""
4;"J6190";"J 6190";"Other telecommunications activities";""
2;"J62";"J 62";"Computer programming, consultancy and related activities";""
3;"J620";"J 620";"Computer programming, consultancy and related activities";""
4;"J6201";"J 6201";"Computer programming activities";""
4;"J6202";"J 6202";"Computer consultancy and computer facilities management activities";""
4;"J6209";"J 6209";"Other information technology and computer service activities";""
2;"J63";"J 63";"Information service activities";""
3;"J631";"J 631";"Data processing, hosting and related activities; web portals";""
4;"J6311";"J 6311";"Data processing, hosting and related activities";""
4;"J6312";"J 6312";"Web portals";""
3;"J639";"J 639";"Other information service activities";""
4;"J6391";"J 6391";"News agency activities";""
4;"J6399";"J 6399";"Other information service activities n.e.c.";""
1;"K";"K";"Financial and insurance activities";""
2;"K64";"K 64";"Financial service activities, except insurance and pension funding";""
3;"K641";"K 641";"Monetary intermediation";""
4;"K6411";"K 6411";"Central banking";""
4;"K6419";"K 6419";"Other monetary intermediation";""
3;"K642";"K 642";"Activities of holding companies";""
4;"K6420";"K 6420";"Activities of holding companies";""
3;"K643";"K 643";"Trusts, funds and similar financial entities";""
4;"K6430";"K 6430";"Trusts, funds and similar financial entities";""
3;"K649";"K 649";"Other financial service activities, except insurance and pension funding activities";""
4;"K6491";"K 6491";"Financial leasing";""
4;"K6492";"K 6492";"Other credit granting";""
4;"K6499";"K 6499";"Other financial service activities, except insurance and pension funding activities, n.e.c.";""
2;"K65";"K 65";"Insurance, reinsurance and pension funding, except compulsory social security";""
3;"K651";"K 651";"Insurance";""
4;"K6511";"K 6511";"Life insurance";""
4;"K6512";"K 6512";"Non-life insurance";""
3;"K652";"K 652";"Reinsurance";""
4;"K6520";"K 6520";"Reinsurance";""
3;"K653";"K 653";"Pension funding";""
4;"K6530";"K 6530";"Pension funding";""
2;"K66";"K 66";"Activities auxiliary to financial service and insurance activities";""
3;"K661";"K 661";"Activities auxiliary to financial service activities, except insurance and pension funding";""
4;"K6611";"K 6611";"Administration of financial markets";""
4;"K6612";"K 6612";"Security and commodity contracts brokerage";""
4;"K6619";"K 6619";"Other activities auxiliary to financial service activities";""
3;"K662";"K 662";"Activities auxiliary to insurance and pension funding";""
4;"K6621";"K 6621";"Risk and damage evaluation";""
4;"K6622";"K 6622";"Activities of insurance agents and brokers";""
4;"K6629";"K 6629";"Other activities auxiliary to insurance and pension funding";""
3;"K663";"K 663";"Fund management activities";""
4;"K6630";"K 6630";"Fund management activities";""
1;"L";"L";"Real estate activities";""
2;"L68";"L 68";"Real estate activities";""
3;"L681";"L 681";"Real estate activities with own or leased property";""
4;"L6810";"L 6810";"Real estate activities with own or leased property";""
3;"L682";"L 682";"Real estate activities on a fee or contract basis";""
4;"L6820";"L 6820";"Real estate activities on a fee or contract basis";""
1;"M";"M";"Professional, scientific and technical activities";""
2;"M69";"M 69";"Legal and accounting activities";""
3;"M691";"M 691";"Legal activities";""
4;"M6910";"M 6910";"Legal activities";""
3;"M692";"M 692";"Accounting, bookkeeping and auditing activities; tax consultancy";""
4;"M6920";"M 6920";"Accounting, bookkeeping and auditing activities; tax consultancy";""
2;"M70";"M 70";"Activities of head offices; management consultancy activities";""
3;"M701";"M 701";"Activities of head offices";""
4;"M7010";"M 7010";"Activities of head offices";""
3;"M702";"M 702";"Management consultancy activities";""
4;"M7020";"M 7020";"Management consultancy activities";""
2;"M71";"M 71";"Architectural and engineering activities; technical testing and analysis";""
3;"M711";"M 711";"Architectural and engineering activities and related technical consultancy";""
4;"M7110";"M 7110";"Architectural and engineering activities and related technical consultancy";""
3;"M712";"M 712";"Technical testing and analysis";""
4;"M7120";"M 7120";"Technical testing and analysis";""
2;"M72";"M 72";"Scientific research and development";""
3;"M721";"M 721";"Research and experimental development on natural sciences and engineering";""
4;"M7210";"M 7210";"Research and experimental development on natural sciences and engineering";""
3;"M722";"M 722";"Research and experimental development on social sciences and humanities";""
4;"M7220";"M 7220";"Research and experimental development on social sciences and humanities";""
2;"M73";"M 73";"Advertising and market research";""
3;"M731";"M 731";"Advertising";""
4;"M7310";"M 7310";"Advertising";""
3;"M732";"M 732";"Market research and public opinion polling";""
4;"M7320";"M 7320";"Market research and public opinion polling";""
2;"M74";"M 74";"Other professional, scientific and technical activities";""
3;"M741";"M 741";"Specialized design activities";""
4;"M7410";"M 7410";"Specialized design activities";""
3;"M742";"M 742";"Photographic activities";""
4;"M7420";"M 7420";"Photographic activities";""
3;"M749";"M 749";"Other professional, scientific and technical activities n.e.c.";""
4;"M7490";"M 7490";"Other professional, scientific and technical activities n.e.c.";""
2;"M75";"M 75";"Veterinary activities";""
3;"M750";"M 750";"Veterinary activities";""
4;"M7500";"M 7500";"Veterinary activities";""
1;"N";"N";"Administrative and support service activities";""
2;"N77";"N 77";"Rental and leasing activities";""
3;"N771";"N 771";"Renting and leasing of motor vehicles";""
4;"N7710";"N 7710";"Renting and leasing of motor vehicles";""
3;"N772";"N 772";"Renting and leasing of personal and household goods";""
4;"N7721";"N 7721";"Renting and leasing of recreational and sports goods";""
4;"N7722";"N 7722";"Renting of video tapes and disks";""
4;"N7729";"N 7729";"Renting and leasing of other personal and household goods";""
3;"N773";"N 773";"Renting and leasing of other machinery, equipment and tangible goods";""
4;"N7730";"N 7730";"Renting and leasing of other machinery, equipment and tangible goods";""
3;"N774";"N 774";"Leasing of intellectual property and similar products, except copyrighted works";""
4;"N7740";"N 7740";"Leasing of intellectual property and similar products, except copyrighted works";""
2;"N78";"N 78";"Employment activities";""
3;"N781";"N 781";"Activities of employment placement agencies";""
4;"N7810";"N 7810";"Activities of employment placement agencies";""
3;"N782";"N 782";"Temporary employment agency activities";""
4;"N7820";"N 7820";"Temporary employment agency activities";""
3;"N783";"N 783";"Other human resources provision";""
4;"N7830";"N 7830";"Other human resources provision";""
2;"N79";"N 79";"Travel agency, tour operator, reservation service and related activities";""
3;"N791";"N 791";"Travel agency and tour operator activities";""
4;"N7911";"N 7911";"Travel agency activities";""
4;"N7912";"N 7912";"Tour operator activities";""
3;"N799";"N 799";"Other reservation service and related activities";""
4;"N7990";"N 7990";"Other reservation service and related activities";""
2;"N80";"N 80";"Security and investigation activities";""
3;"N801";"N 801";"Private security activities";""
4;"N8010";"N 8010";"Private security activities";""
3;"N802";"N 802";"Security systems service activities";""
4;"N8020";"N 8020";"Security systems service activities";""
3;"N803";"N 803";"Investigation activities";""
4;"N8030";"N 8030";"Investigation activities";""
2;"N81";"N 81";"Services to buildings and landscape activities";""
3;"N811";"N 811";"Combined facilities support activities";""
4;"N8110";"N 8110";"Combined facilities support activities";""
3;"N812";"N 812";"Cleaning activities";""
4;"N8121";"N 8121";"General cleaning of buildings";""
4;"N8129";"N 8129";"Other building and industrial cleaning activities";""
3;"N813";"N 813";"Landscape care and maintenance service activities";""
4;"N8130";"N 8130";"Landscape care and maintenance service activities";""
2;"N82";"N 82";"Office administrative, office support and other business support activities";""
3;"N821";"N 821";"Office administrative and support activities";""
4;"N8211";"N 8211";"Combined office administrative service activities";""
4;"N8219";"N 8219";"Photocopying, document preparation and other specialized office support activities";""
3;"N822";"N 822";"Activities of call centres";""
4;"N8220";"N 8220";"Activities of call centres";""
3;"N823";"N 823";"Organization of conventions and trade shows";""
4;"N8230";"N 8230";"Organization of conventions and trade shows";""
3;"N829";"N 829";"Business support service activities n.e.c.";""
4;"N8291";"N 8291";"Activities of collection agencies and credit bureaus";""
4;"N8292";"N 8292";"Packaging activities";""
4;"N8299";"N 8299";"Other business support service activities n.e.c.";""
1;"O";"O";"Public administration and defence; compulsory social security";""
2;"O84";"O 84";"Public administration and defence; compulsory social security";""
3;"O841";"O 841";"Administration of the State and the economic and social policy of the community";""
4;"O8411";"O 8411";"General public administration activities";""
4;"O8412";"O 8412";"Regulation of the activities of providing health care, education, cultural services and other social services, excluding social security";""
4;"O8413";"O 8413";"Regulation of and contribution to more efficient operation of businesses";""
3;"O842";"O 842";"Provision of services to the community as a whole";""
4;"O8421";"O 8421";"Foreign affairs";""
4;"O8422";"O 8422";"Defence activities";""
4;"O8423";"O 8423";"Public order and safety activities";""
3;"O843";"O 843";"Compulsory social security activities";""
4;"O8430";"O 8430";"Compulsory social security activities";""
1;"P";"P";"Education";""
2;"P85";"P 85";"Education";""
3;"P851";"P 851";"Pre-primary and primary education";""
4;"P8510";"P 8510";"Pre-primary and primary education";""
3;"P852";"P 852";"Secondary education";""
4;"P8521";"P 8521";"General secondary education";""
4;"P8522";"P 8522";"Technical and vocational secondary education";""
3;"P853";"P 853";"Higher education";""
4;"P8530";"P 8530";"Higher education";""
3;"P854";"P 854";"Other education";""
4;"P8541";"P 8541";"Sports and recreation education";""
4;"P8542";"P 8542";"Cultural education";""
4;"P8549";"P 8549";"Other education n.e.c.";""
3;"P855";"P 855";"Educational support activities";""
4;"P8550";"P 8550";"Educational support activities";""
1;"Q";"Q";"Human health and social work activities";""
2;"Q86";"Q 86";"Human health activities";""
3;"Q861";"Q 861";"Hospital activities";""
4;"Q8610";"Q 8610";"Hospital activities";""
3;"Q862";"Q 862";"Medical and dental practice activities";""
4;"Q8620";"Q 8620";"Medical and dental practice activities";""
3;"Q869";"Q 869";"Other human health activities";""
4;"Q8690";"Q 8690";"Other human health activities";""
2;"Q87";"Q 87";"Residential care activities";""
3;"Q871";"Q 871";"Residential nursing care facilities";""
4;"Q8710";"Q 8710";"Residential nursing care facilities";""
3;"Q872";"Q 872";"Residential care activities for mental retardation, mental health and substance abuse";""
4;"Q8720";"Q 8720";"Residential care activities for mental retardation, mental health and substance abuse";""
3;"Q873";"Q 873";"Residential care activities for the elderly and disabled";""
4;"Q8730";"Q 8730";"Residential care activities for the elderly and disabled";""
3;"Q879";"Q 879";"Other residential care activities";""
4;"Q8790";"Q 8790";"Other residential care activities";""
2;"Q88";"Q 88";"Social work activities without accommodation";""
3;"Q881";"Q 881";"Social work activities without accommodation for the elderly and disabled";""
4;"Q8810";"Q 8810";"Social work activities without accommodation for the elderly and disabled";""
3;"Q889";"Q 889";"Other social work activities without accommodation";""
4;"Q8890";"Q 8890";"Other social work activities without accommodation";""
1;"R";"R";"Arts, entertainment and recreation";""
2;"R90";"R 90";"Creative, arts and entertainment activities";""
3;"R900";"R 900";"Creative, arts and entertainment activities";""
4;"R9000";"R 9000";"Creative, arts and entertainment activities";""
2;"R91";"R 91";"Libraries, archives, museums and other cultural activities";""
3;"R910";"R 910";"Libraries, archives, museums and other cultural activities";""
4;"R9101";"R 9101";"Library and archives activities";""
4;"R9102";"R 9102";"Museums activities and operation of historical sites and buildings";""
4;"R9103";"R 9103";"Botanical and zoological gardens and nature reserves activities";""
2;"R92";"R 92";"Gambling and betting activities";""
3;"R920";"R 920";"Gambling and betting activities";""
4;"R9200";"R 9200";"Gambling and betting activities";""
2;"R93";"R 93";"Sports activities and amusement and recreation activities";""
3;"R931";"R 931";"Sports activities";""
4;"R9311";"R 9311";"Operation of sports facilities";""
4;"R9312";"R 9312";"Activities of sports clubs";""
4;"R9319";"R 9319";"Other sports activities";""
3;"R932";"R 932";"Other amusement and recreation activities";""
4;"R9321";"R 9321";"Activities of amusement parks and theme parks";""
4;"R9329";"R 9329";"Other amusement and recreation activities n.e.c.";""
1;"S";"S";"Other service activities";""
2;"S94";"S 94";"Activities of membership organizations";""
3;"S941";"S 941";"Activities of business, employers and professional membership organizations";""
4;"S9411";"S 9411";"Activities of business and employers membership organizations";""
4;"S9412";"S 9412";"Activities of professional membership organizations";""
3;"S942";"S 942";"Activities of trade unions";""
4;"S9420";"S 9420";"Activities of trade unions";""
3;"S949";"S 949";"Activities of other membership organizations";""
4;"S9491";"S 9491";"Activities of religious organizations";""
4;"S9492";"S 9492";"Activities of political organizations";""
4;"S9499";"S 9499";"Activities of other membership organizations n.e.c.";""
2;"S95";"S 95";"Repair of computers and personal and household goods";""
3;"S951";"S 951";"Repair of computers and communication equipment";""
4;"S9511";"S 9511";"Repair of computers and peripheral equipment";""
4;"S9512";"S 9512";"Repair of communication equipment";""
3;"S952";"S 952";"Repair of personal and household goods";""
4;"S9521";"S 9521";"Repair of consumer electronics";""
4;"S9522";"S 9522";"Repair of household appliances and home and garden equipment";""
4;"S9523";"S 9523";"Repair of footwear and leather goods";""
4;"S9524";"S 9524";"Repair of furniture and home furnishings";""
4;"S9529";"S 9529";"Repair of other personal and household goods";""
2;"S96";"S 96";"Other personal service activities";""
3;"S960";"S 960";"Other personal service activities";""
4;"S9601";"S 9601";"Washing and (dry-) cleaning of textile and fur products";""
4;"S9602";"S 9602";"Hairdressing and other beauty treatment";""
4;"S9603";"S 9603";"Funeral and related activities";""
4;"S9609";"S 9609";"Other personal service activities n.e.c.";""
1;"T";"T";"Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use";""
2;"T97";"T 97";"Activities of households as employers of domestic personnel";""
3;"T970";"T 970";"Activities of households as employers of domestic personnel";""
4;"T9700";"T 9700";"Activities of households as employers of domestic personnel";""
2;"T98";"T 98";"Undifferentiated goods- and services-producing activities of private households for own use";""
3;"T981";"T 981";"Undifferentiated goods-producing activities of private households for own use";""
4;"T9810";"T 9810";"Undifferentiated goods-producing activities of private households for own use";""
3;"T982";"T 982";"Undifferentiated service-producing activities of private households for own use";""
4;"T9820";"T 9820";"Undifferentiated service-producing activities of private households for own use";""
1;"U";"U";"Activities of extraterritorial organizations and bodies";""
2;"U99";"U 99";"Activities of extraterritorial organizations and bodies";""
3;"U990";"U 990";"Activities of extraterritorial organizations and bodies";""
4;"U9900";"U 9900";"Activities of extraterritorial organizations and bodies";""
