"Ebene";"EDV-Code";"Code";"Titel";"Kurztitel"
5;"C23520";"C 23.52-0";"Manufacture of lime and plaster";""
3;"C236";"C 23.6";"Manufacture of articles of concrete, cement and plaster";""
4;"C2361";"C 23.61";"Manufacture of concrete products for construction purposes";""
5;"C23610";"C 23.61-0";"Manufacture of concrete products for construction purposes";""
4;"C2362";"C 23.62";"Manufacture of plaster products for construction purposes";""
5;"C23620";"C 23.62-0";"Manufacture of plaster products for construction purposes";""
4;"C2363";"C 23.63";"Manufacture of ready-mixed concrete";""
5;"C23630";"C 23.63-0";"Manufacture of ready-mixed concrete";""
4;"C2364";"C 23.64";"Manufacture of mortars";""
5;"C23640";"C 23.64-0";"Manufacture of mortars";""
4;"C2365";"C 23.65";"Manufacture of fibre cement";""
5;"C23650";"C 23.65-0";"Manufacture of fibre cement";""
4;"C2369";"C 23.69";"Manufacture of other articles of concrete, plaster and cement";""
5;"C23690";"C 23.69-0";"Manufacture of other articles of concrete, plaster and cement";""
3;"C237";"C 23.7";"Cutting, shaping and finishing of stone";""
4;"C2370";"C 23.70";"Cutting, shaping and finishing of stone";""
5;"C23700";"C 23.70-0";"Cutting, shaping and finishing of stone";""
3;"C239";"C 23.9";"Manufacture of abrasive products and non-metallic mineral products n.e.c.";""
4;"C2391";"C 23.91";"Production of abrasive products";""
5;"C23910";"C 23.91-0";"Production of abrasive products";""
4;"C2399";"C 23.99";"Manufacture of other non-metallic mineral products n.e.c.";""
5;"C23990";"C 23.99-0";"Manufacture of other non-metallic mineral products n.e.c.";""
2;"C24";"C 24";"Manufacture of basic metals";""
3;"C241";"C 24.1";"Manufacture of basic iron and steel and of ferro-alloys";""
4;"C2410";"C 24.10";"Manufacture of basic iron and steel and of ferro-alloys";""
5;"C24100";"C 24.10-0";"Manufacture of basic iron and steel and of ferro-alloys";""
3;"C242";"C 24.2";"Manufacture of tubes, pipes, hollow profiles and related fittings, of steel";""
4;"C2420";"C 24.20";"Manufacture of tubes, pipes, hollow profiles and related fittings, of steel";""
5;"C24200";"C 24.20-0";"Manufacture of tubes, pipes, hollow profiles and related fittings, of steel";""
3;"C243";"C 24.3";"Manufacture of other products of first processing of steel";""
4;"C2431";"C 24.31";"Cold drawing of bars";""
5;"C24310";"C 24.31-0";"Cold drawing of bars";""
4;"C2432";"C 24.32";"Cold rolling of narrow strip";""
5;"C24320";"C 24.32-0";"Cold rolling of narrow strip";""
4;"C2433";"C 24.33";"Cold forming or folding";""
5;"C24330";"C 24.33-0";"Cold forming or folding";""
4;"C2434";"C 24.34";"Cold drawing of wire";""
5;"C24340";"C 24.34-0";"Cold drawing of wire";""
3;"C244";"C 24.4";"Manufacture of basic precious and other non-ferrous metals";""
4;"C2441";"C 24.41";"Precious metals production";""
5;"C24410";"C 24.41-0";"Precious metals production";""
4;"C2442";"C 24.42";"Aluminium production";""
5;"C24420";"C 24.42-0";"Aluminium production";""
4;"C2443";"C 24.43";"Lead, zinc and tin production";""
5;"C24430";"C 24.43-0";"Lead, zinc and tin production";""
4;"C2444";"C 24.44";"Copper production";""
5;"C24440";"C 24.44-0";"Copper production";""
4;"C2445";"C 24.45";"Other non-ferrous metal production";""
5;"C24450";"C 24.45-0";"Other non-ferrous metal production";""
4;"C2446";"C 24.46";"Processing of nuclear fuel";""
5;"C24460";"C 24.46-0";"Processing of nuclear fuel";""
3;"C245";"C 24.5";"Casting of metals";""
4;"C2451";"C 24.51";"Casting of iron";""
5;"C24510";"C 24.51-0";"Casting of iron";""
4;"C2452";"C 24.52";"Casting of steel";""
5;"C24520";"C 24.52-0";"Casting of steel";""
4;"C2453";"C 24.53";"Casting of light metals";""
5;"C24530";"C 24.53-0";"Casting of light metals";""
4;"C2454";"C 24.54";"Casting of other non-ferrous metals";""
5;"C24540";"C 24.54-0";"Casting of other non-ferrous metals";""
2;"C25";"C 25";"Manufacture of fabricated metal products, except machinery and equipment";""
3;"C251";"C 25.1";"Manufacture of structural metal products";""
4;"C2511";"C 25.11";"Manufacture of metal structures and parts of structures";""
5;"C25110";"C 25.11-0";"Manufacture of metal structures and parts of structures";""
4;"C2512";"C 25.12";"Manufacture of doors and windows of metal";""
5;"C25121";"C 25.12-1";"Manufacture of doors and windows of steel";""
5;"C25122";"C 25.12-2";"Manufacture of doors and windows of light metal";""
3;"C252";"C 25.2";"Manufacture of tanks, reservoirs and containers of metal";""
4;"C2521";"C 25.21";"Manufacture of central heating radiators and boilers";""
5;"C25210";"C 25.21-0";"Manufacture of central heating radiators and boilers";""
4;"C2529";"C 25.29";"Manufacture of other tanks, reservoirs and containers of metal";""
5;"C25290";"C 25.29-0";"Manufacture of other tanks, reservoirs and containers of metal";""
3;"C253";"C 25.3";"Manufacture of steam generators, except central heating hot water boilers";""
4;"C2530";"C 25.30";"Manufacture of steam generators, except central heating hot water boilers";""
5;"C25300";"C 25.30-0";"Manufacture of steam generators, except central heating hot water boilers";""
3;"C254";"C 25.4";"Manufacture of weapons and ammunition";""
4;"C2540";"C 25.40";"Manufacture of weapons and ammunition";""
5;"C25400";"C 25.40-0";"Manufacture of weapons and ammunition";""
3;"C255";"C 25.5";"Forging, pressing, stamping and roll-forming of metal; powder metallurgy";""
4;"C2550";"C 25.50";"Forging, pressing, stamping and roll-forming of metal; powder metallurgy";""
5;"C25500";"C 25.50-0";"Forging, pressing, stamping and roll-forming of metal; powder metallurgy";""
3;"C256";"C 25.6";"Treatment and coating of metals; machining";""
4;"C2561";"C 25.61";"Treatment and coating of metals";""
5;"C25610";"C 25.61-0";"Treatment and coating of metals";""
4;"C2562";"C 25.62";"Machining";""
5;"C25620";"C 25.62-0";"Machining";""
3;"C257";"C 25.7";"Manufacture of cutlery, tools and general hardware";""
4;"C2571";"C 25.71";"Manufacture of cutlery";""
5;"C25710";"C 25.71-0";"Manufacture of cutlery";""
4;"C2572";"C 25.72";"Manufacture of locks and hinges";""
5;"C25721";"C 25.72-1";"Manufacture of locks";""
5;"C25722";"C 25.72-2";"Manufacture of hinges";""
4;"C2573";"C 25.73";"Manufacture of tools";""
5;"C25731";"C 25.73-1";"Manufacture of moulds and moulding boxes";""
5;"C25739";"C 25.73-9";"Manufacture of other tools";""
3;"C259";"C 25.9";"Manufacture of other fabricated metal products";""
4;"C2591";"C 25.91";"Manufacture of steel drums and similar containers";""
5;"C25910";"C 25.91-0";"Manufacture of steel drums and similar containers";""
4;"C2592";"C 25.92";"Manufacture of light metal packaging";""
5;"C25920";"C 25.92-0";"Manufacture of light metal packaging";""
4;"C2593";"C 25.93";"Manufacture of wire products, chain and springs";""
5;"C25930";"C 25.93-0";"Manufacture of wire products, chain and springs";""
4;"C2594";"C 25.94";"Manufacture of fasteners and screw machine products";""
5;"C25940";"C 25.94-0";"Manufacture of fasteners and screw machine products";""
4;"C2599";"C 25.99";"Manufacture of other fabricated metal products n.e.c.";""
5;"C25990";"C 25.99-0";"Manufacture of other fabricated metal products n.e.c.";""
2;"C26";"C 26";"Manufacture of computer, electronic and optical products";""
3;"C261";"C 26.1";"Manufacture of electronic components and boards";""
4;"C2611";"C 26.11";"Manufacture of electronic components";""
5;"C26110";"C 26.11-0";"Manufacture of electronic components";""
4;"C2612";"C 26.12";"Manufacture of loaded electronic boards";""
5;"C26120";"C 26.12-0";"Manufacture of loaded electronic boards";""
3;"C262";"C 26.2";"Manufacture of computers and peripheral equipment";""
4;"C2620";"C 26.20";"Manufacture of computers and peripheral equipment";""
5;"C26200";"C 26.20-0";"Manufacture of computers and peripheral equipment";""
3;"C263";"C 26.3";"Manufacture of communication equipment";""
4;"C2630";"C 26.30";"Manufacture of communication equipment";""
5;"C26300";"C 26.30-0";"Manufacture of communication equipment";""
3;"C264";"C 26.4";"Manufacture of consumer electronics";""
4;"C2640";"C 26.40";"Manufacture of consumer electronics";""
5;"C26400";"C 26.40-0";"Manufacture of consumer electronics";""
3;"C265";"C 26.5";"Manufacture of instruments and appliances for measuring, testing and navigation; watches and clocks";""
4;"C2651";"C 26.51";"Manufacture of instruments and appliances for measuring, testing and navigation";""
5;"C26510";"C 26.51-0";"Manufacture of instruments and appliances for measuring, testing and navigation";""
4;"C2652";"C 26.52";"Manufacture of watches and clocks";""
5;"C26520";"C 26.52-0";"Manufacture of watches and clocks";""
3;"C266";"C 26.6";"Manufacture of irradiation, electromedical and electrotherapeutic equipment";""
4;"C2660";"C 26.60";"Manufacture of irradiation, electromedical and electrotherapeutic equipment";""
5;"C26600";"C 26.60-0";"Manufacture of irradiation, electromedical and electrotherapeutic equipment";""
3;"C267";"C 26.7";"Manufacture of optical instruments and photographic equipment";""
4;"C2670";"C 26.70";"Manufacture of optical instruments and photographic equipment";""
5;"C26700";"C 26.70-0";"Manufacture of optical instruments and photographic equipment";""
3;"C268";"C 26.8";"Manufacture of magnetic and optical media";""
4;"C2680";"C 26.80";"Manufacture of magnetic and optical media";""
5;"C26800";"C 26.80-0";"Manufacture of magnetic and optical media";""
2;"C27";"C 27";"Manufacture of electrical equipment";""
3;"C271";"C 27.1";"Manufacture of electric motors, generators, transformers and electricity distribution and control apparatus";""
4;"C2711";"C 27.11";"Manufacture of electric motors, generators and transformers";""
5;"C27110";"C 27.11-0";"Manufacture of electric motors, generators and transformers";""
4;"C2712";"C 27.12";"Manufacture of electricity distribution and control apparatus";""
5;"C27120";"C 27.12-0";"Manufacture of electricity distribution and control apparatus";""
3;"C272";"C 27.2";"Manufacture of batteries and accumulators";""
4;"C2720";"C 27.20";"Manufacture of batteries and accumulators";""
5;"C27200";"C 27.20-0";"Manufacture of batteries and accumulators";""
3;"C273";"C 27.3";"Manufacture of wiring and wiring devices";""
4;"C2731";"C 27.31";"Manufacture of fibre optic cables";""
5;"C27310";"C 27.31-0";"Manufacture of fibre optic cables";""
4;"C2732";"C 27.32";"Manufacture of other electronic and electric wires and cables";""
5;"C27320";"C 27.32-0";"Manufacture of other electronic and electric wires and cables";""
4;"C2733";"C 27.33";"Manufacture of wiring devices";""
5;"C27330";"C 27.33-0";"Manufacture of wiring devices";""
3;"C274";"C 27.4";"Manufacture of electric lighting equipment";""
4;"C2740";"C 27.40";"Manufacture of electric lighting equipment";""
5;"C27400";"C 27.40-0";"Manufacture of electric lighting equipment";""
3;"C275";"C 27.5";"Manufacture of domestic appliances";""
4;"C2751";"C 27.51";"Manufacture of electric domestic appliances";""
5;"C27510";"C 27.51-0";"Manufacture of electric domestic appliances";""
4;"C2752";"C 27.52";"Manufacture of non-electric domestic appliances";""
5;"C27520";"C 27.52-0";"Manufacture of non-electric domestic appliances";""
3;"C279";"C 27.9";"Manufacture of other electrical equipment";""
4;"C2790";"C 27.90";"Manufacture of other electrical equipment";""
5;"C27900";"C 27.90-0";"Manufacture of other electrical equipment";""
2;"C28";"C 28";"Manufacture of machinery and equipment n.e.c.";""
3;"C281";"C 28.1";"Manufacture of general-purpose machinery";""
4;"C2811";"C 28.11";"Manufacture of engines and turbines, except aircraft, vehicle and cycle engines";""
5;"C28110";"C 28.11-0";"Manufacture of engines and turbines, except aircraft, vehicle and cycle engines";""
4;"C2812";"C 28.12";"Manufacture of fluid power equipment";""
5;"C28120";"C 28.12-0";"Manufacture of fluid power equipment";""
4;"C2813";"C 28.13";"Manufacture of other pumps and compressors";""
5;"C28130";"C 28.13-0";"Manufacture of other pumps and compressors";""
4;"C2814";"C 28.14";"Manufacture of other taps and valves";""
5;"C28140";"C 28.14-0";"Manufacture of other taps and valves";""
4;"C2815";"C 28.15";"Manufacture of bearings, gears, gearing and driving elements";""
5;"C28150";"C 28.15-0";"Manufacture of bearings, gears, gearing and driving elements";""
3;"C282";"C 28.2";"Manufacture of other general-purpose machinery";""
4;"C2821";"C 28.21";"Manufacture of ovens, furnaces and furnace burners";""
5;"C28210";"C 28.21-0";"Manufacture of ovens, furnaces and furnace burners";""
4;"C2822";"C 28.22";"Manufacture of lifting and handling equipment";""
5;"C28220";"C 28.22-0";"Manufacture of lifting and handling equipment";""
4;"C2823";"C 28.23";"Manufacture of office machinery and equipment (except computers and peripheral equipment)";""
5;"C28230";"C 28.23-0";"Manufacture of office machinery and equipment (except computers and peripheral equipment)";""
4;"C2824";"C 28.24";"Manufacture of power-driven hand tools";""
5;"C28240";"C 28.24-0";"Manufacture of power-driven hand tools";""
4;"C2825";"C 28.25";"Manufacture of non-domestic cooling and ventilation equipment";""
5;"C28250";"C 28.25-0";"Manufacture of non-domestic cooling and ventilation equipment";""
4;"C2829";"C 28.29";"Manufacture of other general-purpose machinery n.e.c.";""
5;"C28290";"C 28.29-0";"Manufacture of other general-purpose machinery n.e.c.";""
3;"C283";"C 28.3";"Manufacture of agricultural and forestry machinery";""
4;"C2830";"C 28.30";"Manufacture of agricultural and forestry machinery";""
5;"C28300";"C 28.30-0";"Manufacture of agricultural and forestry machinery";""
3;"C284";"C 28.4";"Manufacture of metal forming machinery and machine tools";""
4;"C2841";"C 28.41";"Manufacture of metal forming machinery";""
5;"C28410";"C 28.41-0";"Manufacture of metal forming machinery";""
4;"C2849";"C 28.49";"Manufacture of other machine tools";""
5;"C28491";"C 28.49-1";"Manufacture of wood working machine tools";""
5;"C28499";"C 28.49-9";"Manufacture of other machine tools n.e.c.";""
3;"C289";"C 28.9";"Manufacture of other special-purpose machinery";""
4;"C2891";"C 28.91";"Manufacture of machinery for metallurgy";""
5;"C28910";"C 28.91-0";"Manufacture of machinery for metallurgy";""
4;"C2892";"C 28.92";"Manufacture of machinery for mining, quarrying and construction";""
5;"C28920";"C 28.92-0";"Manufacture of machinery for mining, quarrying and construction";""
4;"C2893";"C 28.93";"Manufacture of machinery for food, beverage and tobacco processing";""
5;"C28930";"C 28.93-0";"Manufacture of machinery for food, beverage and tobacco processing";""
4;"C2894";"C 28.94";"Manufacture of machinery for textile, apparel and leather production";""
5;"C28940";"C 28.94-0";"Manufacture of machinery for textile, apparel and leather production";""
4;"C2895";"C 28.95";"Manufacture of machinery for paper and paperboard production";""
5;"C28950";"C 28.95-0";"Manufacture of machinery for paper and paperboard production";""
4;"C2896";"C 28.96";"Manufacture of plastics and rubber machinery";""
5;"C28960";"C 28.96-0";"Manufacture of plastics and rubber machinery";""
4;"C2899";"C 28.99";"Manufacture of other special-purpose machinery n.e.c.";""
5;"C28991";"C 28.99-1";"Manufacture of printing and bookbinding machines";""
5;"C28999";"C 28.99-9";"Manufacture of other special purpose machinery n.e.c. (except printing and bookbinding machines)";""
2;"C29";"C 29";"Manufacture of motor vehicles, trailers and semi-trailers";""
3;"C291";"C 29.1";"Manufacture of motor vehicles";""
4;"C2910";"C 29.10";"Manufacture of motor vehicles";""
5;"C29100";"C 29.10-0";"Manufacture of motor vehicles";""
3;"C292";"C 29.2";"Manufacture of bodies (coachwork) for motor vehicles; manufacture of trailers and semi-trailers";""
4;"C2920";"C 29.20";"Manufacture of bodies (coachwork) for motor vehicles; manufacture of trailers and semi-trailers";""
5;"C29200";"C 29.20-0";"Manufacture of bodies (coachwork) for motor vehicles; manufacture of trailers and semi-trailers";""
3;"C293";"C 29.3";"Manufacture of parts and accessories for motor vehicles";""
4;"C2931";"C 29.31";"Manufacture of electrical and electronic equipment for motor vehicles";""
5;"C29310";"C 29.31-0";"Manufacture of electrical and electronic equipment for motor vehicles";""
4;"C2932";"C 29.32";"Manufacture of other parts and accessories for motor vehicles";""
5;"C29320";"C 29.32-0";"Manufacture of other parts and accessories for motor vehicles";""
2;"C30";"C 30";"Manufacture of other transport equipment";""
3;"C301";"C 30.1";"Building of ships and boats";""
4;"C3011";"C 30.11";"Building of ships and floating structures";""
5;"C30110";"C 30.11-0";"Building of ships and floating structures";""
4;"C3012";"C 30.12";"Building of pleasure and sporting boats";""
5;"C30120";"C 30.12-0";"Building of pleasure and sporting boats";""
3;"C302";"C 30.2";"Manufacture of railway locomotives and rolling stock";""
4;"C3020";"C 30.20";"Manufacture of railway locomotives and rolling stock";""
5;"C30200";"C 30.20-0";"Manufacture of railway locomotives and rolling stock";""
3;"C303";"C 30.3";"Manufacture of air and spacecraft and related machinery";""
4;"C3030";"C 30.30";"Manufacture of air and spacecraft and related machinery";""
5;"C30300";"C 30.30-0";"Manufacture of air and spacecraft and related machinery";""
3;"C304";"C 30.4";"Manufacture of military fighting vehicles";""
4;"C3040";"C 30.40";"Manufacture of military fighting vehicles";""
5;"C30400";"C 30.40-0";"Manufacture of military fighting vehicles";""
3;"C309";"C 30.9";"Manufacture of transport equipment n.e.c.";""
4;"C3091";"C 30.91";"Manufacture of motorcycles";""
5;"C30910";"C 30.91-0";"Manufacture of motorcycles";""
4;"C3092";"C 30.92";"Manufacture of bicycles and invalid carriages";""
5;"C30920";"C 30.92-0";"Manufacture of bicycles and invalid carriages";""
4;"C3099";"C 30.99";"Manufacture of other transport equipment n.e.c.";""
5;"C30990";"C 30.99-0";"Manufacture of other transport equipment n.e.c.";""
2;"C31";"C 31";"Manufacture of furniture";""
3;"C310";"C 31.0";"Manufacture of furniture";""
4;"C3101";"C 31.01";"Manufacture of office and shop furniture";""
5;"C31011";"C 31.01-1";"Manufacture of office furniture";""
5;"C31012";"C 31.01-2";"Manufacture of shop furniture";""
4;"C3102";"C 31.02";"Manufacture of kitchen furniture";""
5;"C31020";"C 31.02-0";"Manufacture of kitchen furniture";""
4;"C3103";"C 31.03";"Manufacture of mattresses";""
5;"C31030";"C 31.03-0";"Manufacture of mattresses";""
4;"C3109";"C 31.09";"Manufacture of other furniture";""
5;"C31090";"C 31.09-0";"Manufacture of other furniture";""
2;"C32";"C 32";"Other manufacturing";""
3;"C321";"C 32.1";"Manufacture of jewellery, bijouterie and related articles";""
4;"C3211";"C 32.11";"Striking of coins";""
5;"C32110";"C 32.11-0";"Striking of coins";""
4;"C3212";"C 32.12";"Manufacture of jewellery and related articles";""
5;"C32120";"C 32.12-0";"Manufacture of jewellery and related articles";""
4;"C3213";"C 32.13";"Manufacture of imitation jewellery and related articles";""
5;"C32130";"C 32.13-0";"Manufacture of imitation jewellery and related articles";""
3;"C322";"C 32.2";"Manufacture of musical instruments";""
4;"C3220";"C 32.20";"Manufacture of musical instruments";""
5;"C32200";"C 32.20-0";"Manufacture of musical instruments";""
3;"C323";"C 32.3";"Manufacture of sports goods";""
4;"C3230";"C 32.30";"Manufacture of sports goods";""
5;"C32300";"C 32.30-0";"Manufacture of sports goods";""
3;"C324";"C 32.4";"Manufacture of games and toys";""
4;"C3240";"C 32.40";"Manufacture of games and toys";""
5;"C32400";"C 32.40-0";"Manufacture of games and toys";""
3;"C325";"C 32.5";"Manufacture of medical and dental instruments and supplies";""
4;"C3250";"C 32.50";"Manufacture of medical and dental instruments and supplies";""
5;"C32501";"C 32.50-1";"Dental laboratories";""
5;"C32502";"C 32.50-2";"Manufacture of glasses and parts thereof";""
5;"C32509";"C 32.50-9";"Manufacture of other medical and dental instruments and supplies";""
3;"C329";"C 32.9";"Manufacturing n.e.c.";""
4;"C3291";"C 32.91";"Manufacture of brooms and brushes";""
5;"C32910";"C 32.91-0";"Manufacture of brooms and brushes";""
4;"C3299";"C 32.99";"Other manufacturing n.e.c.";""
5;"C32990";"C 32.99-0";"Other manufacturing n.e.c.";""
2;"C33";"C 33";"Repair and installation of machinery and equipment";""
3;"C331";"C 33.1";"Repair of fabricated metal products, machinery and equipment";""
4;"C3311";"C 33.11";"Repair of fabricated metal products";""
5;"C33110";"C 33.11-0";"Repair of fabricated metal products";""
4;"C3312";"C 33.12";"Repair of machinery";""
5;"C33120";"C 33.12-0";"Repair of machinery";""
4;"C3313";"C 33.13";"Repair of electronic and optical equipment";""
5;"C33130";"C 33.13-0";"Repair of electronic and optical equipment";""
4;"C3314";"C 33.14";"Repair of electrical equipment";""
5;"C33140";"C 33.14-0";"Repair of electrical equipment";""
4;"C3315";"C 33.15";"Repair and maintenance of ships and boats";""
5;"C33150";"C 33.15-0";"Repair and maintenance of ships and boats";""
4;"C3316";"C 33.16";"Repair and maintenance of aircraft and spacecraft";""
5;"C33160";"C 33.16-0";"Repair and maintenance of aircraft and spacecraft";""
4;"C3317";"C 33.17";"Repair and maintenance of other transport equipment";""
5;"C33170";"C 33.17-0";"Repair and maintenance of other transport equipment";""
4;"C3319";"C 33.19";"Repair of other equipment";""
5;"C33190";"C 33.19-0";"Repair of other equipment";""
3;"C332";"C 33.2";"Installation of industrial machinery and equipment";""
4;"C3320";"C 33.20";"Installation of industrial machinery and equipment";""
5;"C33200";"C 33.20-0";"Installation of industrial machinery and equipment";""
1;"D";"D";"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY";""
2;"D35";"D 35";"Electricity, gas, steam and air conditioning supply";""
3;"D351";"D 35.1";"Electric power generation, transmission and distribution";""
4;"D3511";"D 35.11";"Production of electricity";""
5;"D35110";"D 35.11-0";"Production of electricity";""
4;"D3512";"D 35.12";"Transmission of electricity";""
5;"D35120";"D 35.12-0";"Transmission of electricity";""
4;"D3513";"D 35.13";"Distribution of electricity";""
5;"D35130";"D 35.13-0";"Distribution of electricity";""
4;"D3514";"D 35.14";"Trade of electricity";""
5;"D35140";"D 35.14-0";"Trade of electricity";""
3;"D352";"D 35.2";"Manufacture of gas; distribution of gaseous fuels through mains";""
4;"D3521";"D 35.21";"Manufacture of gas";""
5;"D35210";"D 35.21-0";"Manufacture of gas";""
4;"D3522";"D 35.22";"Distribution of gaseous fuels through mains";""
5;"D35220";"D 35.22-0";"Distribution of gaseous fuels through mains";""
4;"D3523";"D 35.23";"Trade of gas through mains";""
5;"D35230";"D 35.23-0";"Trade of gas through mains";""
3;"D353";"D 35.3";"Steam and air conditioning supply";""
4;"D3530";"D 35.30";"Steam and air conditioning supply";""
5;"D35300";"D 35.30-0";"Steam and air conditioning supply";""
1;"E";"E";"WATER SUPPLY; SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES";""
2;"E36";"E 36";"Water collection, treatment and supply";""
3;"E360";"E 36.0";"Water collection, treatment and supply";""
4;"E3600";"E 36.00";"Water collection, treatment and supply";""
5;"E36000";"E 36.00-0";"Water collection, treatment and supply";""
2;"E37";"E 37";"Sewerage";""
3;"E370";"E 37.0";"Sewerage";""
4;"E3700";"E 37.00";"Sewerage";""
5;"E37000";"E 37.00-0";"Sewerage";""
2;"E38";"E 38";"Waste collection, treatment and disposal activities; materials recovery";""
3;"E381";"E 38.1";"Waste collection";""
4;"E3811";"E 38.11";"Collection of non-hazardous waste";""
5;"E38110";"E 38.11-0";"Collection of non-hazardous waste";""
4;"E3812";"E 38.12";"Collection of hazardous waste";""
5;"E38120";"E 38.12-0";"Collection of hazardous waste";""
3;"E382";"E 38.2";"Waste treatment and disposal";""
4;"E3821";"E 38.21";"Treatment and disposal of non-hazardous waste";""
5;"E38211";"E 38.21-1";"Operation of landfills for the disposal of non-hazardous waste";""
5;"E38219";"E 38.21-9";"Other treatment and disposal of non-hazardous waste";""
4;"E3822";"E 38.22";"Treatment and disposal of hazardous waste";""
5;"E38220";"E 38.22-0";"Treatment and disposal of hazardous waste";""
3;"E383";"E 38.3";"Materials recovery";""
4;"E3831";"E 38.31";"Dismantling of wrecks";""
5;"E38310";"E 38.31-0";"Dismantling of wrecks";""
4;"E3832";"E 38.32";"Recovery of sorted materials";""
5;"E38321";"E 38.32-1";"Recovery of sorted iron and non-ferrous metals";""
5;"E38329";"E 38.32-9";"Recovery of other sorted materials";""
2;"E39";"E 39";"Remediation activities and other waste management services";""
3;"E390";"E 39.0";"Remediation activities and other waste management services";""
4;"E3900";"E 39.00";"Remediation activities and other waste management services";""
5;"E39000";"E 39.00-0";"Remediation activities and other waste management services";""
1;"F";"F";"CONSTRUCTION";""
2;"F41";"F 41";"Construction of buildings";""
3;"F411";"F 41.1";"Development of building projects";""
4;"F4110";"F 41.10";"Development of building projects";""
5;"F41100";"F 41.10-0";"Development of building projects";""
3;"F412";"F 41.2";"Construction of residential and non-residential buildings";""
4;"F4120";"F 41.20";"Construction of residential and non-residential buildings";""
5;"F41201";"F 41.20-1";"Construction of residential buildings";""
5;"F41202";"F 41.20-2";"Renovation work of buildings";""
5;"F41209";"F 41.20-9";"Construction of other non-residential buildings";""
2;"F42";"F 42";"Civil engineering";""
3;"F421";"F 42.1";"Construction of roads and railways";""
4;"F4211";"F 42.11";"Construction of roads and motorways";""
5;"F42110";"F 42.11-0";"Construction of roads and motorways";""
4;"F4212";"F 42.12";"Construction of railways and underground railways";""
5;"F42120";"F 42.12-0";"Construction of railways and underground railways";""
4;"F4213";"F 42.13";"Construction of bridges and tunnels";""
5;"F42131";"F 42.13-1";"Construction of bridges and elevated highways";""
5;"F42132";"F 42.13-2";"Construction of tunnels";""
3;"F422";"F 42.2";"Construction of utility projects";""
4;"F4221";"F 42.21";"Construction of utility projects for fluids";""
5;"F42210";"F 42.21-0";"Construction of utility projects for fluids";""
4;"F4222";"F 42.22";"Construction of utility projects for electricity and telecommunications";""
5;"F42220";"F 42.22-0";"Construction of utility projects for electricity and telecommunications";""
3;"F429";"F 42.9";"Construction of other civil engineering projects";""
4;"F4291";"F 42.91";"Construction of water projects";""
5;"F42910";"F 42.91-0";"Construction of water projects";""
4;"F4299";"F 42.99";"Construction of other civil engineering projects n.e.c.";""
5;"F42990";"F 42.99-0";"Construction of other civil engineering projects n.e.c.";""
2;"F43";"F 43";"Specialised construction activities";""
3;"F431";"F 43.1";"Demolition and site preparation";""
4;"F4311";"F 43.11";"Demolition";""
5;"F43110";"F 43.11-0";"Demolition";""
4;"F4312";"F 43.12";"Site preparation";""
5;"F43120";"F 43.12-0";"Site preparation";""
4;"F4313";"F 43.13";"Test drilling and boring";""
5;"F43130";"F 43.13-0";"Test drilling and boring";""
3;"F432";"F 43.2";"Electrical, plumbing and other construction installation activities";""
4;"F4321";"F 43.21";"Electrical installation";""
5;"F43210";"F 43.21-0";"Electrical installation";""
4;"F4322";"F 43.22";"Plumbing, heat and air-conditioning installation";""
5;"F43220";"F 43.22-0";"Plumbing, heat and air-conditioning installation";""
4;"F4329";"F 43.29";"Other construction installation";""
5;"F43290";"F 43.29-0";"Other construction installation";""
3;"F433";"F 43.3";"Building completion and finishing";""
4;"F4331";"F 43.31";"Plastering";""
5;"F43310";"F 43.31-0";"Plastering";""
4;"F4332";"F 43.32";"Joinery installation";""
5;"F43321";"F 43.32-1";"Wood joinery installation";""
5;"F43322";"F 43.32-2";"Metal joinery installation";""
4;"F4333";"F 43.33";"Floor and wall covering";""
5;"F43331";"F 43.33-1";"Floor covering work";""
5;"F43332";"F 43.33-2";"Tile laying work";""
5;"F43333";"F 43.33-3";"Paper-hanger";""
5;"F43334";"F 43.33-4";"Stove-fitter";""
4;"F4334";"F 43.34";"Painting and glazing";""
5;"F43341";"F 43.34-1";"Painting";""
5;"F43342";"F 43.34-2";"Glazing";""
4;"F4339";"F 43.39";"Other building completion and finishing";""
5;"F43390";"F 43.39-0";"Other building completion and finishing";""
3;"F439";"F 43.9";"Other specialised construction activities";""
4;"F4391";"F 43.91";"Roofing activities";""
5;"F43911";"F 43.91-1";"Roof covering";""
5;"F43912";"F 43.91-2";"Erection of wooden roofs and frames";""
5;"F43913";"F 43.91-3";"Tinsmiths";""
4;"F4399";"F 43.99";"Other specialised construction activities n.e.c.";""
5;"F43991";"F 43.99-1";"Waterproofing";""
5;"F43999";"F 43.99-9";"Other specialised construction activities n.e.c. (except waterproofing)";""
1;"G";"G";"WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES";""
2;"G45";"G 45";"Wholesale and retail trade and repair of motor vehicles and motorcycles";""
3;"G451";"G 45.1";"Sale of motor vehicles";""
4;"G4511";"G 45.11";"Sale of cars and light motor vehicles";""
5;"G45111";"G 45.11-1";"Wholesale of cars and light motor vehicles";""
5;"G45112";"G 45.11-2";"Retail sale of cars and light motor vehicles";""
